folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed
cognitive_philiosophy,Interactive Data Visualization for the Web An Introduction to Designing with D3.pdf,Interactive Data Visualization for the Web: An Introduction to Designing with D3,method,"A foundational guide to designing and building interactive data visualizations on the web using the D3.js library, combining visual design principles with practical coding instruction for beginners and designers.",D3.js; data visualization; web interactivity; visual design; web development; data-driven graphics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Introduction to Phenomenological Research by Martin Heidegger.pdf,Introduction to Phenomenological Research,theory,"Phenomenology is a method of philosophical inquiry that traces the appearance of entities through language and perception, grounded in a reexamination of Aristotelian concepts of phainomenon and logos.",phenomenology; phainomenon (appearance); logos (discourse); Aristotelian philosophy; phenomenological method; being and presence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Machine learning for multimedia content analysis.pdf,Machine Learning for Multimedia Content Analysis,method,"Machine learning techniques enable automated analysis and classification of complex multimedia data at scale, replacing costly manual rule-based approaches with adaptive algorithms.",machine learning algorithms; multimedia content analysis; feature classification; Support Vector Machines; graphical models; boosting and regression,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Mathematical methods for knowledge discovery and data mining.pdf,Mathematical Methods for Knowledge Discovery and Data Mining,method,"A comprehensive guide to mathematical models and methods underlying data mining applications, spanning association rules, Bayesian methods, kernel methods, neural networks, and recognition techniques across multiple domains.",data mining algorithms; machine learning methods; kernel methods and SVMs; neural networks; pattern recognition; knowledge discovery; classification and rule-based systems,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Meaning of Life A Very Short Introduction.pdf,The Meaning of Life: A Very Short Introduction,theory,An accessible philosophical exploration of how thinkers across Western philosophy and literature have approached the perennial question of what makes life meaningful.,meaning and purpose; philosophy of life; existential questions; Western intellectual tradition; literature and philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Medieval Philosophy A New History of Western Philosophy.pdf,Medieval Philosophy: A New History of Western Philosophy Volume 11,mixed,"A comprehensive historical survey of medieval philosophical thought from Augustine through the Renaissance, tracing the development of logic, metaphysics, epistemology, and theology across Christian, Islamic, and Jewish traditions.",faith and reason; scholasticism; metaphysics of being and essence; logic and language; epistemology and knowledge; natural philosophy; soul and intellect,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Mental Models and the Mind Current Developments in Cognitive Psychology.pdf,"Mental Models and the Mind: Current Developments in Cognitive Psychology, Neuroscience, and Philosophy of Mind",mixed,"Mental models serve as a central construct integrating findings from cognitive psychology, neuroscience, and philosophy of mind to explain how humans represent and reason about the world.",mental models; cognitive representation; reasoning and inference; neuroscientific mechanisms; philosophy of mind,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Models Numbers and Cases Methods for Studying International Relations.pdf,"Cases, Numbers, Models: International Relations Research Methods",method,"International Relations scholarship requires systematic methodological approaches across three complementary research traditions—case studies, quantitative analysis, and formal modeling—to explain political interactions among states and organizations.",case study methods; quantitative empirical analysis; formal modeling and game theory; international security; international political economy; environmental policy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Multimedia Content Analysis and Mining International Workshop.pdf,"Multimedia Content Analysis and Mining: International Workshop, MCAM 2007",method,"Current research and techniques in multimedia analysis, search, management, and mining across applications in entertainment, commerce, science, medicine, and public safety.",multimedia analysis; content search and retrieval; data mining; distributed system architectures; P2P streaming; multimedia security,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,Negative Dialectics Adorno Ashton.pdf,Negative Dialectics,theory,"Critical thought must free itself from the ossified conceptual systems of capitalism and tradition by adopting a negative dialectical method that privileges the object, the particular, and the non-identical against the false reconciliation of idealist philosophy.",negative dialectics; critique of identity; object's preponderance; constellation; non-identity; immanent critique,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
cognitive_philiosophy,On Descartes Passive Thought The Myth of Cartesian Dualism.pdf,On Descartes' Passive Thought: The Myth of Cartesian Dualism,theory,"Descartes' philosophy rests fundamentally on the passivity of thought and the substantial union of mind and body, not on the active cogito and dualism traditionally attributed to him.",passive thought; substantial union; primitive notions; flesh and embodiment; action and passion; the cogito,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
